"","step","type","response","RT","count","first"
"1",1,"Uniform",0.0666666666666667,0.466788568666667,30,"Gaussian"
"2",2,"Uniform",0.0666666666666667,0.408418003333333,30,"Gaussian"
"3",3,"Uniform",0.0666666666666667,0.546173146666667,30,"Gaussian"
"4",4,"Uniform",0.833333333333333,0.608988336666667,30,"Gaussian"
"5",5,"Uniform",0.966666666666667,0.419376683333333,30,"Gaussian"
"6",6,"Uniform",0.966666666666667,0.464986224,30,"Gaussian"
"7",7,"Uniform",0.966666666666667,0.524323827666667,30,"Gaussian"
