"","step","type","response","RT","count","first"
"1",1,"Uniform",0.1,0.189117176333333,30,"Gaussian"
"2",2,"Uniform",0.0666666666666667,0.18366091386,30,"Gaussian"
"3",3,"Uniform",0.1,0.221633980316667,30,"Gaussian"
"4",4,"Uniform",0.433333333333333,0.27302165813,30,"Gaussian"
"5",5,"Uniform",0.833333333333333,0.28128851544,30,"Gaussian"
"6",6,"Uniform",0.866666666666667,0.220822559666667,30,"Gaussian"
"7",7,"Uniform",0.933333333333333,0.349652441183333,30,"Gaussian"
