"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.0576923076923077,0.447257894001923,52,"Gaussian"
"2",2,"Gaussian",0.0294117647058824,0.464069830779412,34,"Gaussian"
"3",3,"Gaussian",0.214285714285714,0.411193505464286,14,"Gaussian"
"4",4,"Gaussian",0.3,0.91854609,10,"Gaussian"
"5",5,"Gaussian",0.928571428571429,0.6497986,14,"Gaussian"
"6",6,"Gaussian",0.970588235294118,0.667590447058824,34,"Gaussian"
"7",7,"Gaussian",0.903846153846154,1.07847202668654,52,"Gaussian"
