"","step","type","response","RT","count","first"
"1",1,"Uniform",0,0.612907423333333,30,"Gaussian"
"2",2,"Uniform",0,0.53682597,30,"Gaussian"
"3",3,"Uniform",0.0333333333333333,0.639917936666667,30,"Gaussian"
"4",4,"Uniform",0.866666666666667,0.6696504,30,"Gaussian"
"5",5,"Uniform",1,0.573285863333333,30,"Gaussian"
"6",6,"Uniform",1,0.508989066666667,30,"Gaussian"
"7",7,"Uniform",0.933333333333333,0.558696986666667,30,"Gaussian"
