"","step","type","response","RT","count","first"
"1",1,"Gaussian",0,0.2703469035,52,"Gaussian"
"2",2,"Gaussian",0,0.252233041314706,34,"Gaussian"
"3",3,"Gaussian",0.0714285714285714,0.251970991378571,14,"Gaussian"
"4",4,"Gaussian",0.9,0.66167864,10,"Gaussian"
"5",5,"Gaussian",1,0.322169571428571,14,"Gaussian"
"6",6,"Gaussian",1,0.278318829411765,34,"Gaussian"
"7",7,"Gaussian",1,0.282203836153846,52,"Gaussian"
