"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.0192307692307692,0.392166653076923,52,"Gaussian"
"2",2,"Gaussian",0.0588235294117647,0.421309432058824,34,"Gaussian"
"3",3,"Gaussian",0,0.525310628571429,14,"Gaussian"
"4",4,"Gaussian",0.3,0.87088567,10,"Gaussian"
"5",5,"Gaussian",0.928571428571429,0.522404879285714,14,"Gaussian"
"6",6,"Gaussian",0.794117647058823,0.630695520961765,34,"Gaussian"
"7",7,"Gaussian",0.903846153846154,0.498644435288462,52,"Gaussian"
