"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.134615384615385,0.435585826665385,52,"Gaussian"
"2",2,"Gaussian",0.205882352941176,0.430243445152941,34,"Gaussian"
"3",3,"Gaussian",0.142857142857143,0.574352462057143,14,"Gaussian"
"4",4,"Gaussian",0,0.49666399924,10,"Gaussian"
"5",5,"Gaussian",0.5,0.285654435492857,14,"Gaussian"
"6",6,"Gaussian",0.676470588235294,0.387514222564706,34,"Gaussian"
"7",7,"Gaussian",0.75,0.409617462251923,52,"Gaussian"
