"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.0576923076923077,0.339375428846154,52,"Gaussian"
"2",2,"Gaussian",0.0294117647058824,0.321572908823529,34,"Gaussian"
"3",3,"Gaussian",0.0714285714285714,0.338112764285714,14,"Gaussian"
"4",4,"Gaussian",0.3,0.70575958,10,"Gaussian"
"5",5,"Gaussian",1,0.317107028571429,14,"Gaussian"
"6",6,"Gaussian",1,0.266748699705882,34,"Gaussian"
"7",7,"Gaussian",0.980769230769231,0.316582121538462,52,"Gaussian"
