"","step","type","response","RT","count","first"
"1",1,"Gaussian",0,0.286676819230769,52,"Gaussian"
"2",2,"Gaussian",0,0.285069147352941,34,"Gaussian"
"3",3,"Gaussian",0.0714285714285714,0.286630752142857,14,"Gaussian"
"4",4,"Gaussian",0.5,0.418466808,10,"Gaussian"
"5",5,"Gaussian",1,0.223724542857143,14,"Gaussian"
"6",6,"Gaussian",0.970588235294118,0.315993159705882,34,"Gaussian"
"7",7,"Gaussian",1,0.276021711538462,52,"Gaussian"
