"","step","type","response","RT","count","first"
"1",1,"Uniform",0.2,0.430839601533333,30,"Gaussian"
"2",2,"Uniform",0.1,0.679588334666667,30,"Gaussian"
"3",3,"Uniform",0.266666666666667,0.46518019932,30,"Gaussian"
"4",4,"Uniform",0.733333333333333,0.441115492333333,30,"Gaussian"
"5",5,"Uniform",0.866666666666667,0.44523611231,30,"Gaussian"
"6",6,"Uniform",0.9,0.462123402396667,30,"Gaussian"
"7",7,"Uniform",0.866666666666667,0.64840850061,30,"Gaussian"
