"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.0192307692307692,0.423364735782692,52,"Gaussian"
"2",2,"Gaussian",0.0294117647058824,0.508674665529412,34,"Gaussian"
"3",3,"Gaussian",0,0.603877942857143,14,"Gaussian"
"4",4,"Gaussian",0.4,0.723984,10,"Gaussian"
"5",5,"Gaussian",0.857142857142857,0.487071985,14,"Gaussian"
"6",6,"Gaussian",0.882352941176471,0.620275396470588,34,"Gaussian"
"7",7,"Gaussian",0.942307692307692,0.574557388269231,52,"Gaussian"
