"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.0192307692307692,0.824389146538462,52,"Gaussian"
"2",2,"Gaussian",0.0294117647058824,0.896179170588235,34,"Gaussian"
"3",3,"Gaussian",0.214285714285714,0.625405921428571,14,"Gaussian"
"4",4,"Gaussian",0.8,0.94929427,10,"Gaussian"
"5",5,"Gaussian",1,0.966791892857143,14,"Gaussian"
"6",6,"Gaussian",0.911764705882353,1.17417574117647,34,"Gaussian"
"7",7,"Gaussian",0.961538461538462,1.07174514230769,52,"Gaussian"
