"","step","type","response","RT","count","first"
"1",1,"Uniform",0,0.406960353333333,30,"Gaussian"
"2",2,"Uniform",0.1,0.423069046333333,30,"Gaussian"
"3",3,"Uniform",0.166666666666667,0.44574794,30,"Gaussian"
"4",4,"Uniform",0.266666666666667,0.354090533256667,30,"Gaussian"
"5",5,"Uniform",0.8,0.443734006,30,"Gaussian"
"6",6,"Uniform",0.933333333333333,0.446626629923333,30,"Gaussian"
"7",7,"Uniform",1,0.39897854,30,"Gaussian"
