"","step","type","response","RT","count","first"
"1",1,"Gaussian",0.0192307692307692,0.533019646538462,52,"Gaussian"
"2",2,"Gaussian",0.0588235294117647,0.293699820588235,34,"Gaussian"
"3",3,"Gaussian",0.357142857142857,0.48717915,14,"Gaussian"
"4",4,"Gaussian",0.7,0.38134284529,10,"Gaussian"
"5",5,"Gaussian",1,0.527164878571429,14,"Gaussian"
"6",6,"Gaussian",0.970588235294118,0.408999835882353,34,"Gaussian"
"7",7,"Gaussian",0.923076923076923,0.720075346730769,52,"Gaussian"
