2018-4-5,15:58:25
type,trial,stimulus,selection,RT
Gaussian,1,Ba_Da_Step_7.wav,Da,6.601219e-01
Gaussian,2,Ba_Da_Step_7.wav,Da,4.238682e-01
Gaussian,3,Ba_Da_Step_2.wav,Ba,1.993401e-01
Gaussian,4,Ba_Da_Step_2.wav,Ba,6.255913e-02
Gaussian,5,Ba_Da_Step_1.wav,Ba,5.800724e-04
Gaussian,6,Ba_Da_Step_4.wav,Ba,6.051064e-04
Gaussian,7,Ba_Da_Step_4.wav,Da,5.648136e-04
Gaussian,8,Ba_Da_Step_7.wav,Ba,5.550385e-04
Gaussian,9,Ba_Da_Step_1.wav,Ba,9.049709e-01
Gaussian,10,Ba_Da_Step_5.wav,Da,5.483079e-01
Gaussian,11,Ba_Da_Step_1.wav,Ba,2.598300e-01
Gaussian,12,Ba_Da_Step_4.wav,Da,3.818071e-01
Gaussian,13,Ba_Da_Step_1.wav,Ba,1.714361e-01
Gaussian,14,Ba_Da_Step_6.wav,Da,4.213595e-02
Gaussian,15,Ba_Da_Step_6.wav,Ba,5.168915e-04
Gaussian,16,Ba_Da_Step_6.wav,Da,4.010201e-04
Gaussian,17,Ba_Da_Step_7.wav,Da,5.609989e-04
Gaussian,18,Ba_Da_Step_7.wav,Da,4.392731e-01
Gaussian,19,Ba_Da_Step_1.wav,Ba,2.187731e-01
Gaussian,20,Ba_Da_Step_7.wav,Da,1.150601e-01
Gaussian,21,Ba_Da_Step_7.wav,Da,2.118418e-01
Gaussian,22,Ba_Da_Step_6.wav,Da,5.246711e-02
Gaussian,23,Ba_Da_Step_2.wav,Da,3.581047e-04
Gaussian,24,Ba_Da_Step_3.wav,Ba,2.601690e-01
Gaussian,25,Ba_Da_Step_7.wav,Da,2.331960e-01
Gaussian,26,Ba_Da_Step_2.wav,Ba,6.120205e-04
Gaussian,27,Ba_Da_Step_5.wav,Da,4.010201e-04
Gaussian,28,Ba_Da_Step_7.wav,Ba,1.999521e-02
Gaussian,29,Ba_Da_Step_6.wav,Ba,6.320477e-04
Gaussian,30,Ba_Da_Step_4.wav,Da,3.073192e-02
Gaussian,31,Ba_Da_Step_7.wav,Da,3.149509e-04
Gaussian,32,Ba_Da_Step_1.wav,Da,4.081726e-04
Gaussian,33,Ba_Da_Step_1.wav,Ba,4.149702e-01
Gaussian,34,Ba_Da_Step_1.wav,Ba,1.935959e-01
Gaussian,35,Ba_Da_Step_5.wav,Da,1.770298e-01
Gaussian,36,Ba_Da_Step_7.wav,Da,7.410460e-01
Gaussian,37,Ba_Da_Step_6.wav,Da,2.351420e-01
Gaussian,38,Ba_Da_Step_2.wav,Ba,3.352568e-01
Gaussian,39,Ba_Da_Step_1.wav,Ba,2.840369e-01
Gaussian,40,Ba_Da_Step_1.wav,Da,7.760525e-04
Gaussian,41,Ba_Da_Step_7.wav,Da,2.015341e+00
Gaussian,42,Ba_Da_Step_1.wav,Ba,1.203549e-01
Gaussian,43,Ba_Da_Step_1.wav,Ba,1.891282e-01
Gaussian,44,Ba_Da_Step_6.wav,Da,1.646941e-01
Gaussian,45,Ba_Da_Step_7.wav,Da,1.991310e-01
Gaussian,46,Ba_Da_Step_1.wav,Ba,2.306330e-01
Gaussian,47,Ba_Da_Step_1.wav,Ba,1.434979e-01
Gaussian,48,Ba_Da_Step_1.wav,Ba,4.915786e-02
Gaussian,49,Ba_Da_Step_2.wav,Ba,4.820824e-04
Gaussian,50,Ba_Da_Step_7.wav,Ba,4.580021e-04
Gaussian,51,Ba_Da_Step_1.wav,Da,1.735718e-01
Gaussian,52,Ba_Da_Step_5.wav,Da,8.283150e-01
Gaussian,53,Ba_Da_Step_7.wav,Da,3.493881e-01
Gaussian,54,Ba_Da_Step_2.wav,Ba,3.463600e-01
Gaussian,55,Ba_Da_Step_3.wav,Da,3.338809e+00
Gaussian,56,Ba_Da_Step_3.wav,Da,3.520939e-01
Gaussian,57,Ba_Da_Step_2.wav,Ba,3.649721e-01
Gaussian,58,Ba_Da_Step_2.wav,Da,1.103210e-01
Gaussian,59,Ba_Da_Step_7.wav,Da,8.702493e-02
Gaussian,60,Ba_Da_Step_5.wav,Da,7.103395e-02
Gaussian,61,Ba_Da_Step_1.wav,Da,3.388710e-01
Gaussian,62,Ba_Da_Step_2.wav,Ba,1.313150e-01
Gaussian,63,Ba_Da_Step_1.wav,Ba,1.646988e-01
Gaussian,64,Ba_Da_Step_7.wav,Da,2.870510e-01
Gaussian,65,Ba_Da_Step_6.wav,Da,2.018199e-01
Gaussian,66,Ba_Da_Step_7.wav,Da,5.822182e-04
Gaussian,67,Ba_Da_Step_7.wav,Da,5.722046e-04
Gaussian,68,Ba_Da_Step_6.wav,Da,4.730225e-04
Gaussian,69,Ba_Da_Step_1.wav,Ba,7.677360e-01
Gaussian,70,Ba_Da_Step_2.wav,Da,6.518364e-04
Gaussian,71,Ba_Da_Step_2.wav,Da,3.386850e-01
Gaussian,72,Ba_Da_Step_3.wav,Da,6.276128e-01
Gaussian,73,Ba_Da_Step_7.wav,Da,2.296860e-01
Gaussian,74,Ba_Da_Step_6.wav,Da,1.000500e-02
Gaussian,75,Ba_Da_Step_6.wav,Da,5.338192e-04
Gaussian,76,Ba_Da_Step_2.wav,Da,6.241798e-04
Gaussian,77,Ba_Da_Step_1.wav,Da,1.513004e-03
Gaussian,78,Ba_Da_Step_4.wav,Ba,1.144910e-01
Gaussian,79,Ba_Da_Step_5.wav,Da,3.792078e-01
Gaussian,80,Ba_Da_Step_6.wav,Ba,1.849949e-01
Gaussian,81,Ba_Da_Step_1.wav,Da,3.581047e-04
Gaussian,82,Ba_Da_Step_2.wav,Ba,1.290579e-01
Gaussian,83,Ba_Da_Step_1.wav,Ba,9.851599e-02
Gaussian,84,Ba_Da_Step_3.wav,Ba,3.271103e-04
Gaussian,85,Ba_Da_Step_1.wav,Ba,5.601349e-01
Gaussian,86,Ba_Da_Step_1.wav,Ba,4.316809e-01
Gaussian,87,Ba_Da_Step_2.wav,Ba,1.145196e-02
Gaussian,88,Ba_Da_Step_6.wav,Ba,3.349781e-04
Gaussian,89,Ba_Da_Step_7.wav,Da,2.618220e-01
Gaussian,90,Ba_Da_Step_6.wav,Da,1.623702e-02
Gaussian,91,Ba_Da_Step_2.wav,Ba,3.818870e-01
Gaussian,92,Ba_Da_Step_7.wav,Da,1.870799e-01
Gaussian,93,Ba_Da_Step_1.wav,Ba,4.410744e-04
Gaussian,94,Ba_Da_Step_7.wav,Da,5.919933e-04
Gaussian,95,Ba_Da_Step_6.wav,Ba,4.141331e-04
Gaussian,96,Ba_Da_Step_7.wav,Da,5.857944e-04
Gaussian,97,Ba_Da_Step_7.wav,Da,5.419550e-01
Gaussian,98,Ba_Da_Step_7.wav,Da,3.932018e-01
Gaussian,99,Ba_Da_Step_6.wav,Da,1.874759e-01
Gaussian,100,Ba_Da_Step_1.wav,Ba,5.628209e-01
Gaussian,101,Ba_Da_Step_6.wav,Da,3.509412e-01
Gaussian,102,Ba_Da_Step_7.wav,Da,2.313161e-01
Gaussian,103,Ba_Da_Step_3.wav,Da,1.479819e-01
Gaussian,104,Ba_Da_Step_2.wav,Ba,3.861170e-01
Gaussian,105,Ba_Da_Step_1.wav,Ba,4.044540e-01
