2018-6-6,15:33:54
type,trial,stimulus,selection,RT
Gaussian,1,Ba_Da_Step_6.wav,Da,3.461368e-01
Gaussian,2,Ba_Da_Step_7.wav,Da,3.345461e-01
Gaussian,3,Ba_Da_Step_1.wav,Ba,2.267509e-01
Gaussian,4,Ba_Da_Step_2.wav,Ba,2.313490e-01
Gaussian,5,Ba_Da_Step_6.wav,Da,8.396101e-02
Gaussian,6,Ba_Da_Step_1.wav,Ba,3.299713e-04
Gaussian,7,Ba_Da_Step_1.wav,Ba,4.328201e-01
Gaussian,8,Ba_Da_Step_1.wav,Ba,6.925261e-01
Gaussian,9,Ba_Da_Step_2.wav,Ba,4.488440e-01
Gaussian,10,Ba_Da_Step_1.wav,Ba,2.604070e-01
Gaussian,11,Ba_Da_Step_5.wav,Da,3.182869e-01
Gaussian,12,Ba_Da_Step_6.wav,Da,4.781020e-01
Gaussian,13,Ba_Da_Step_2.wav,Ba,3.828540e-01
Gaussian,14,Ba_Da_Step_6.wav,Da,2.527201e-01
Gaussian,15,Ba_Da_Step_6.wav,Da,5.141780e-01
Gaussian,16,Ba_Da_Step_7.wav,Da,2.846241e-01
Gaussian,17,Ba_Da_Step_7.wav,Da,7.914710e-02
Gaussian,18,Ba_Da_Step_4.wav,Da,5.147109e-01
Gaussian,19,Ba_Da_Step_2.wav,Ba,2.809012e-01
Gaussian,20,Ba_Da_Step_6.wav,Da,1.350310e-01
Gaussian,21,Ba_Da_Step_7.wav,Da,4.485612e-01
Gaussian,22,Ba_Da_Step_7.wav,Da,1.688020e-01
Gaussian,23,Ba_Da_Step_7.wav,Da,1.755362e-01
Gaussian,24,Ba_Da_Step_4.wav,Da,5.180118e-01
Gaussian,25,Ba_Da_Step_1.wav,Ba,2.600491e-01
Gaussian,26,Ba_Da_Step_2.wav,Ba,1.029906e+00
Gaussian,27,Ba_Da_Step_1.wav,Ba,1.993434e+00
Gaussian,28,Ba_Da_Step_7.wav,Da,1.897618e+00
Gaussian,29,Ba_Da_Step_5.wav,Da,4.259031e-01
Gaussian,30,Ba_Da_Step_1.wav,Ba,6.971021e-01
Gaussian,31,Ba_Da_Step_6.wav,Da,1.013375e+00
Gaussian,32,Ba_Da_Step_6.wav,Da,2.605808e-01
Gaussian,33,Ba_Da_Step_2.wav,Ba,5.663569e-01
Gaussian,34,Ba_Da_Step_7.wav,Da,6.023381e-01
Gaussian,35,Ba_Da_Step_3.wav,Ba,9.635990e-01
Gaussian,36,Ba_Da_Step_7.wav,Da,4.268639e-01
Gaussian,37,Ba_Da_Step_1.wav,Ba,1.942122e-01
Gaussian,38,Ba_Da_Step_6.wav,Da,1.057720e-01
Gaussian,39,Ba_Da_Step_7.wav,Da,2.221909e-01
Gaussian,40,Ba_Da_Step_7.wav,Da,1.309052e-01
Gaussian,41,Ba_Da_Step_2.wav,Da,1.322699e-01
Gaussian,42,Ba_Da_Step_1.wav,Ba,2.217519e-01
Gaussian,43,Ba_Da_Step_6.wav,Da,3.820586e-02
Gaussian,44,Ba_Da_Step_6.wav,Da,2.046430e-01
Gaussian,45,Ba_Da_Step_3.wav,Ba,2.725320e-01
Gaussian,46,Ba_Da_Step_6.wav,Da,1.826050e-01
Gaussian,47,Ba_Da_Step_7.wav,Da,2.338200e-01
Gaussian,48,Ba_Da_Step_2.wav,Ba,5.429506e-02
Gaussian,49,Ba_Da_Step_2.wav,Da,8.135986e-02
Gaussian,50,Ba_Da_Step_2.wav,Ba,1.041460e+00
Gaussian,51,Ba_Da_Step_6.wav,Da,8.411481e-01
Gaussian,52,Ba_Da_Step_3.wav,Ba,2.465589e-01
Gaussian,53,Ba_Da_Step_6.wav,Da,6.079674e-04
Gaussian,54,Ba_Da_Step_5.wav,Ba,4.111218e-02
Gaussian,55,Ba_Da_Step_1.wav,Da,4.231699e-01
Gaussian,56,Ba_Da_Step_1.wav,Ba,5.344651e-01
Gaussian,57,Ba_Da_Step_7.wav,Da,1.777608e-01
Gaussian,58,Ba_Da_Step_7.wav,Da,2.963660e-01
Gaussian,59,Ba_Da_Step_6.wav,Da,5.833559e-01
Gaussian,60,Ba_Da_Step_3.wav,Ba,4.317508e-01
Gaussian,61,Ba_Da_Step_7.wav,Da,4.033971e-01
Gaussian,62,Ba_Da_Step_7.wav,Ba,7.618861e-01
Gaussian,63,Ba_Da_Step_6.wav,Da,3.045280e-01
Gaussian,64,Ba_Da_Step_5.wav,Da,1.398790e-01
Gaussian,65,Ba_Da_Step_7.wav,Da,2.055261e-01
Gaussian,66,Ba_Da_Step_1.wav,Ba,8.574150e-01
Gaussian,67,Ba_Da_Step_1.wav,Ba,5.230689e-01
Gaussian,68,Ba_Da_Step_2.wav,Ba,3.538811e-01
Gaussian,69,Ba_Da_Step_4.wav,Ba,5.508358e-01
Gaussian,70,Ba_Da_Step_2.wav,Ba,1.182447e+00
Gaussian,71,Ba_Da_Step_4.wav,Da,2.626150e-01
Gaussian,72,Ba_Da_Step_1.wav,Ba,6.308556e-04
Gaussian,73,Ba_Da_Step_3.wav,Ba,2.980750e-01
Gaussian,74,Ba_Da_Step_2.wav,Da,4.328330e-01
Gaussian,75,Ba_Da_Step_7.wav,Da,6.322041e-01
Gaussian,76,Ba_Da_Step_5.wav,Da,3.263381e-01
Gaussian,77,Ba_Da_Step_6.wav,Da,3.064950e-01
Gaussian,78,Ba_Da_Step_1.wav,Ba,3.499370e-01
Gaussian,79,Ba_Da_Step_7.wav,Da,1.707759e-01
Gaussian,80,Ba_Da_Step_2.wav,Ba,3.536191e-01
Gaussian,81,Ba_Da_Step_3.wav,Da,2.625871e-01
Gaussian,82,Ba_Da_Step_1.wav,Da,3.603520e-01
Gaussian,83,Ba_Da_Step_2.wav,Ba,2.976990e-01
Gaussian,84,Ba_Da_Step_7.wav,Da,2.727640e-01
Gaussian,85,Ba_Da_Step_1.wav,Ba,1.269372e-01
Gaussian,86,Ba_Da_Step_4.wav,Da,1.322770e-01
Gaussian,87,Ba_Da_Step_7.wav,Da,6.855741e-01
Gaussian,88,Ba_Da_Step_7.wav,Da,3.175490e-01
Gaussian,89,Ba_Da_Step_1.wav,Ba,1.496661e-01
Gaussian,90,Ba_Da_Step_1.wav,Ba,4.273741e-01
Gaussian,91,Ba_Da_Step_7.wav,Da,6.639695e-02
Gaussian,92,Ba_Da_Step_5.wav,Ba,6.581469e-01
Gaussian,93,Ba_Da_Step_7.wav,Ba,8.408430e-01
Gaussian,94,Ba_Da_Step_2.wav,Da,4.620888e-01
Gaussian,95,Ba_Da_Step_1.wav,Ba,1.098662e+00
Gaussian,96,Ba_Da_Step_1.wav,Ba,8.165081e-01
Gaussian,97,Ba_Da_Step_1.wav,Ba,5.894399e-01
Gaussian,98,Ba_Da_Step_1.wav,Ba,8.579590e-01
Gaussian,99,Ba_Da_Step_7.wav,Da,4.915831e-01
Gaussian,100,Ba_Da_Step_2.wav,Ba,1.360768e+00
Gaussian,101,Ba_Da_Step_1.wav,Ba,2.955101e-01
Gaussian,102,Ba_Da_Step_7.wav,Da,1.662071e-01
Gaussian,103,Ba_Da_Step_1.wav,Ba,5.209446e-04
Gaussian,104,Ba_Da_Step_1.wav,Ba,3.176978e-01
