2018-6-6,15:36:55
type,trial,stimulus,selection,RT
Uniform,1,Ba_Da_Step_4.wav,Ba,7.981329e-01
Uniform,2,Ba_Da_Step_2.wav,Ba,3.240840e-01
Uniform,3,Ba_Da_Step_6.wav,Da,2.043550e-01
Uniform,4,Ba_Da_Step_2.wav,Ba,2.798290e-01
Uniform,5,Ba_Da_Step_6.wav,Da,6.205606e-02
Uniform,6,Ba_Da_Step_2.wav,Ba,1.609271e-01
Uniform,7,Ba_Da_Step_7.wav,Da,6.728315e-02
Uniform,8,Ba_Da_Step_1.wav,Ba,6.439686e-04
Uniform,9,Ba_Da_Step_6.wav,Da,6.326699e-02
Uniform,10,Ba_Da_Step_5.wav,Da,2.384560e-01
Uniform,11,Ba_Da_Step_4.wav,Da,1.834860e-01
Uniform,12,Ba_Da_Step_5.wav,Da,7.464790e-02
Uniform,13,Ba_Da_Step_6.wav,Da,9.416604e-02
Uniform,14,Ba_Da_Step_6.wav,Da,4.381800e-01
Uniform,15,Ba_Da_Step_2.wav,Ba,2.019269e-01
Uniform,16,Ba_Da_Step_7.wav,Da,1.292880e-01
Uniform,17,Ba_Da_Step_3.wav,Ba,2.109022e-01
Uniform,18,Ba_Da_Step_6.wav,Da,1.667600e-01
Uniform,19,Ba_Da_Step_4.wav,Ba,3.761005e-02
Uniform,20,Ba_Da_Step_3.wav,Ba,2.038591e-01
Uniform,21,Ba_Da_Step_3.wav,Ba,2.478352e-01
Uniform,22,Ba_Da_Step_3.wav,Da,6.496096e-02
Uniform,23,Ba_Da_Step_4.wav,Ba,4.241319e-01
Uniform,24,Ba_Da_Step_7.wav,Da,6.233521e-01
Uniform,25,Ba_Da_Step_6.wav,Da,2.413969e-01
Uniform,26,Ba_Da_Step_5.wav,Da,6.823039e-01
Uniform,27,Ba_Da_Step_7.wav,Da,2.802148e+00
Uniform,28,Ba_Da_Step_3.wav,Da,3.574970e-01
Uniform,29,Ba_Da_Step_7.wav,Da,1.145780e-01
Uniform,30,Ba_Da_Step_4.wav,Da,1.471050e-01
Uniform,31,Ba_Da_Step_7.wav,Da,3.770809e-01
Uniform,32,Ba_Da_Step_4.wav,Da,1.438772e+00
Uniform,33,Ba_Da_Step_1.wav,Ba,6.120660e-01
Uniform,34,Ba_Da_Step_3.wav,Da,4.895289e-01
Uniform,35,Ba_Da_Step_5.wav,Ba,5.028210e-01
Uniform,36,Ba_Da_Step_7.wav,Da,3.909059e-01
Uniform,37,Ba_Da_Step_6.wav,Da,1.287291e-01
