2018-4-11,13:40:26
type,trial,stimulus,selection,RT
Gaussian,1,Ba_Da_Step_6.wav,Da,7.403181e-01
Gaussian,2,Ba_Da_Step_1.wav,Ba,3.101971e-01
Gaussian,3,Ba_Da_Step_6.wav,Da,2.015901e-01
Gaussian,4,Ba_Da_Step_2.wav,Ba,1.254380e-01
Gaussian,5,Ba_Da_Step_1.wav,Ba,3.625910e-01
Gaussian,6,Ba_Da_Step_7.wav,Da,4.957850e-01
Gaussian,7,Ba_Da_Step_5.wav,Ba,4.091010e-01
Gaussian,8,Ba_Da_Step_4.wav,Da,3.118701e-01
Gaussian,9,Ba_Da_Step_1.wav,Ba,1.556380e-01
Gaussian,10,Ba_Da_Step_7.wav,Da,4.570169e-01
Gaussian,11,Ba_Da_Step_6.wav,Ba,3.894331e-01
Gaussian,12,Ba_Da_Step_7.wav,Da,1.371171e+00
Gaussian,13,Ba_Da_Step_1.wav,Ba,4.860659e-01
Gaussian,14,Ba_Da_Step_7.wav,Da,4.115710e-01
Gaussian,15,Ba_Da_Step_6.wav,Ba,3.378758e-01
Gaussian,16,Ba_Da_Step_2.wav,Da,5.179861e-01
Gaussian,17,Ba_Da_Step_7.wav,Ba,9.283512e-01
Gaussian,18,Ba_Da_Step_2.wav,Da,1.716590e+00
Gaussian,19,Ba_Da_Step_6.wav,Ba,7.632909e-01
Gaussian,20,Ba_Da_Step_7.wav,Da,1.009901e+00
Gaussian,21,Ba_Da_Step_1.wav,Ba,6.366091e-01
Gaussian,22,Ba_Da_Step_1.wav,Da,2.908359e-01
Gaussian,23,Ba_Da_Step_6.wav,Da,2.775140e-01
Gaussian,24,Ba_Da_Step_6.wav,Da,6.757998e-02
Gaussian,25,Ba_Da_Step_2.wav,Da,3.129959e-03
Gaussian,26,Ba_Da_Step_2.wav,Ba,1.722240e-01
Gaussian,27,Ba_Da_Step_7.wav,Ba,2.667508e-01
Gaussian,28,Ba_Da_Step_7.wav,Da,2.605920e-01
Gaussian,29,Ba_Da_Step_1.wav,Ba,1.219571e-01
Gaussian,30,Ba_Da_Step_7.wav,Da,1.087213e-02
Gaussian,31,Ba_Da_Step_7.wav,Ba,9.997392e-02
