2018-4-5,14:37:26
trial,stimulus,selection,RT
1,Ba_Da_Step_7.wav,Da,1.932900e-01
2,Ba_Da_Step_1.wav,Ba,4.980278e-02
3,Ba_Da_Step_7.wav,Ba,2.408309e-01
4,Ba_Da_Step_7.wav,Da,1.906140e-01
5,Ba_Da_Step_1.wav,Ba,2.214909e-03
6,Ba_Da_Step_1.wav,Ba,7.941008e-03
7,Ba_Da_Step_1.wav,Ba,2.810955e-04
8,Ba_Da_Step_7.wav,Da,2.791882e-04
9,Ba_Da_Step_7.wav,Da,5.354095e-02
10,Ba_Da_Step_1.wav,Ba,5.178452e-04
