2018-7-12,10:41:53
type,trial,stimulus,selection,RT
Uniform,1,Ba_Da_Step_4.wav,Ba,1.322370e+00
Uniform,2,Ba_Da_Step_6.wav,Da,8.382559e-01
Uniform,3,Ba_Da_Step_3.wav,Da,4.915559e-01
Uniform,4,Ba_Da_Step_5.wav,Ba,3.491340e-01
Uniform,5,Ba_Da_Step_5.wav,Da,2.297971e-01
Uniform,6,Ba_Da_Step_7.wav,Ba,8.229780e-02
Uniform,7,Ba_Da_Step_3.wav,Da,2.059541e-01
Uniform,8,Ba_Da_Step_2.wav,Ba,3.139181e-01
Uniform,9,Ba_Da_Step_4.wav,Da,1.972191e-01
Uniform,10,Ba_Da_Step_1.wav,Ba,2.650740e-01
Uniform,11,Ba_Da_Step_6.wav,Da,2.109351e-01
Uniform,12,Ba_Da_Step_5.wav,Da,1.953590e-01
Uniform,13,Ba_Da_Step_6.wav,Ba,2.911980e-01
Uniform,14,Ba_Da_Step_5.wav,Da,4.977021e-01
Uniform,15,Ba_Da_Step_1.wav,Ba,4.914758e-01
Uniform,16,Ba_Da_Step_7.wav,Da,6.611171e-01
Uniform,17,Ba_Da_Step_1.wav,Ba,8.122871e-01
Uniform,18,Ba_Da_Step_4.wav,Da,1.166198e-01
Uniform,19,Ba_Da_Step_7.wav,Ba,3.733060e-01
Uniform,20,Ba_Da_Step_1.wav,Da,1.226351e-01
Uniform,21,Ba_Da_Step_6.wav,Ba,2.799959e-01
Uniform,22,Ba_Da_Step_4.wav,Da,3.587468e-01
Uniform,23,Ba_Da_Step_3.wav,Ba,5.474889e-01
Uniform,24,Ba_Da_Step_2.wav,Ba,5.226531e-01
Uniform,25,Ba_Da_Step_6.wav,Da,4.130189e-01
Uniform,26,Ba_Da_Step_4.wav,Ba,5.359359e-01
Uniform,27,Ba_Da_Step_7.wav,Da,8.831210e-01
Uniform,28,Ba_Da_Step_1.wav,Ba,6.422241e-01
Uniform,29,Ba_Da_Step_2.wav,Da,5.489249e-01
Uniform,30,Ba_Da_Step_6.wav,Ba,4.845519e-01
Uniform,31,Ba_Da_Step_5.wav,Da,7.136500e-01
Uniform,32,Ba_Da_Step_6.wav,Ba,4.872451e-01
Uniform,33,Ba_Da_Step_1.wav,Da,8.005812e-01
Uniform,34,Ba_Da_Step_1.wav,Ba,3.319969e-01
Uniform,35,Ba_Da_Step_7.wav,Da,3.283808e-01
Uniform,36,Ba_Da_Step_2.wav,Ba,5.778980e-02
Uniform,37,Ba_Da_Step_6.wav,Da,3.666115e-02
Uniform,38,Ba_Da_Step_4.wav,Ba,4.194319e-01
Uniform,39,Ba_Da_Step_5.wav,Da,3.742888e-01
Uniform,40,Ba_Da_Step_4.wav,Ba,7.961140e-01
Uniform,41,Ba_Da_Step_4.wav,Da,4.793952e-01
Uniform,42,Ba_Da_Step_3.wav,Ba,1.567791e-01
Uniform,43,Ba_Da_Step_6.wav,Da,3.113298e-01
Uniform,44,Ba_Da_Step_2.wav,Da,6.184840e-01
Uniform,45,Ba_Da_Step_1.wav,Ba,4.079211e-01
Uniform,46,Ba_Da_Step_5.wav,Da,4.028120e-01
Uniform,47,Ba_Da_Step_3.wav,Ba,4.334521e-01
Uniform,48,Ba_Da_Step_5.wav,Da,4.452391e-01
Uniform,49,Ba_Da_Step_1.wav,Ba,6.290820e-01
Uniform,50,Ba_Da_Step_3.wav,Da,8.113730e-01
Uniform,51,Ba_Da_Step_2.wav,Ba,7.281899e-01
Uniform,52,Ba_Da_Step_7.wav,Ba,8.257160e-01
Uniform,53,Ba_Da_Step_2.wav,Ba,5.340569e-01
Uniform,54,Ba_Da_Step_2.wav,Da,7.408192e-01
Uniform,55,Ba_Da_Step_4.wav,Da,1.707058e-01
