2018-12-10,14:25:46
type,trial,stimulus,selection,RT
Uniform,1,Ba_Da_Step_7.wav,Ba,4.496040e-01
Uniform,2,Ba_Da_Step_2.wav,Ba,4.638212e-01
Uniform,3,Ba_Da_Step_7.wav,Da,2.122560e-01
Uniform,4,Ba_Da_Step_6.wav,Ba,2.083161e-01
Uniform,5,Ba_Da_Step_1.wav,Ba,9.000731e-01
Uniform,6,Ba_Da_Step_1.wav,Da,1.512079e-01
Uniform,7,Ba_Da_Step_4.wav,Ba,1.170878e-01
Uniform,8,Ba_Da_Step_1.wav,Da,5.338192e-04
Uniform,9,Ba_Da_Step_2.wav,Ba,9.871602e-02
Uniform,10,Ba_Da_Step_6.wav,Ba,3.114200e-02
Uniform,11,Ba_Da_Step_4.wav,Da,2.011130e-01
Uniform,12,Ba_Da_Step_5.wav,Da,3.731081e-01
Uniform,13,Ba_Da_Step_7.wav,Da,3.106461e-01
Uniform,14,Ba_Da_Step_1.wav,Ba,2.739501e-01
Uniform,15,Ba_Da_Step_3.wav,Ba,4.708767e-04
Uniform,16,Ba_Da_Step_3.wav,Ba,1.169100e-01
Uniform,17,Ba_Da_Step_6.wav,Da,1.019189e-01
Uniform,18,Ba_Da_Step_5.wav,Da,1.014805e-02
Uniform,19,Ba_Da_Step_2.wav,Da,2.352901e-01
Uniform,20,Ba_Da_Step_7.wav,Ba,2.079880e-01
Uniform,21,Ba_Da_Step_3.wav,Ba,2.038610e-01
Uniform,22,Ba_Da_Step_3.wav,Ba,3.916318e-01
Uniform,23,Ba_Da_Step_6.wav,Da,5.618739e-01
Uniform,24,Ba_Da_Step_6.wav,Da,1.017535e+00
Uniform,25,Ba_Da_Step_2.wav,Da,1.296655e+00
Uniform,26,Ba_Da_Step_7.wav,Da,8.411489e-01
Uniform,27,Ba_Da_Step_4.wav,Da,1.430372e+00
Uniform,28,Ba_Da_Step_4.wav,Da,1.195830e+00
Uniform,29,Ba_Da_Step_2.wav,Ba,7.931139e-01
Uniform,30,Ba_Da_Step_3.wav,Ba,4.405470e-01
Uniform,31,Ba_Da_Step_7.wav,Da,1.148527e+00
Uniform,32,Ba_Da_Step_7.wav,Da,7.316079e-01
Uniform,33,Ba_Da_Step_4.wav,Ba,4.015632e-01
Uniform,34,Ba_Da_Step_7.wav,Da,2.479751e-01
Uniform,35,Ba_Da_Step_1.wav,Ba,9.335685e-02
Uniform,36,Ba_Da_Step_7.wav,Ba,3.781099e-01
Uniform,37,Ba_Da_Step_2.wav,Da,4.781103e-02
Uniform,38,Ba_Da_Step_6.wav,Ba,5.178452e-04
Uniform,39,Ba_Da_Step_2.wav,Ba,4.271450e-01
Uniform,40,Ba_Da_Step_1.wav,Da,2.344742e-01
Uniform,41,Ba_Da_Step_2.wav,Ba,6.029606e-04
Uniform,42,Ba_Da_Step_5.wav,Ba,7.924459e-01
Uniform,43,Ba_Da_Step_6.wav,Da,6.795671e-01
Uniform,44,Ba_Da_Step_4.wav,Ba,2.476079e-01
Uniform,45,Ba_Da_Step_7.wav,Ba,1.729970e-01
Uniform,46,Ba_Da_Step_2.wav,Da,3.637490e-01
Uniform,47,Ba_Da_Step_4.wav,Ba,1.330662e-01
Uniform,48,Ba_Da_Step_4.wav,Ba,1.385109e-01
Uniform,49,Ba_Da_Step_5.wav,Ba,6.163192e-01
Uniform,50,Ba_Da_Step_1.wav,Da,5.176671e-01
Uniform,51,Ba_Da_Step_7.wav,Ba,5.120800e-01
Uniform,52,Ba_Da_Step_2.wav,Da,7.821598e-01
Uniform,53,Ba_Da_Step_5.wav,Ba,7.494838e-01
Uniform,54,Ba_Da_Step_3.wav,Da,6.157479e-01
Uniform,55,Ba_Da_Step_3.wav,Ba,8.897471e-01
Uniform,56,Ba_Da_Step_7.wav,Da,6.805041e-01
Uniform,57,Ba_Da_Step_5.wav,Ba,5.765119e-01
Uniform,58,Ba_Da_Step_5.wav,Da,1.690199e-01
Uniform,59,Ba_Da_Step_5.wav,Ba,3.522668e-01
Uniform,60,Ba_Da_Step_5.wav,Da,3.216290e-02
Uniform,61,Ba_Da_Step_5.wav,Ba,5.014300e-02
Uniform,62,Ba_Da_Step_4.wav,Da,8.857918e-02
Uniform,63,Ba_Da_Step_5.wav,Ba,1.367102e-01
Uniform,64,Ba_Da_Step_4.wav,Da,3.140149e-01
Uniform,65,Ba_Da_Step_2.wav,Ba,1.537621e-01
Uniform,66,Ba_Da_Step_3.wav,Da,1.086011e-01
Uniform,67,Ba_Da_Step_7.wav,Ba,8.449180e-01
Uniform,68,Ba_Da_Step_2.wav,Ba,4.107201e-01
Uniform,69,Ba_Da_Step_1.wav,Ba,4.855409e-01
Uniform,70,Ba_Da_Step_1.wav,Ba,3.304350e-01
Uniform,71,Ba_Da_Step_1.wav,Ba,8.816791e-01
Uniform,72,Ba_Da_Step_3.wav,Da,5.687470e-01
Uniform,73,Ba_Da_Step_2.wav,Ba,8.462691e-02
Uniform,74,Ba_Da_Step_7.wav,Da,5.325890e-01
Uniform,75,Ba_Da_Step_3.wav,Ba,5.077162e-01
Uniform,76,Ba_Da_Step_3.wav,Ba,4.175229e-01
Uniform,77,Ba_Da_Step_4.wav,Da,6.603231e-01
Uniform,78,Ba_Da_Step_6.wav,Da,1.278110e-01
Uniform,79,Ba_Da_Step_1.wav,Ba,4.652228e-01
Uniform,80,Ba_Da_Step_6.wav,Da,3.701730e-01
Uniform,81,Ba_Da_Step_4.wav,Ba,8.080778e-01
Uniform,82,Ba_Da_Step_5.wav,Da,3.760991e-01
Uniform,83,Ba_Da_Step_6.wav,Ba,2.618079e-01
Uniform,84,Ba_Da_Step_2.wav,Ba,1.996658e-01
Uniform,85,Ba_Da_Step_5.wav,Ba,2.916510e-01
Uniform,86,Ba_Da_Step_3.wav,Ba,5.662041e-01
Uniform,87,Ba_Da_Step_3.wav,Ba,2.743671e-01
Uniform,88,Ba_Da_Step_3.wav,Da,3.923900e-01
Uniform,89,Ba_Da_Step_4.wav,Ba,4.343479e-01
Uniform,90,Ba_Da_Step_1.wav,Da,2.860978e-01
Uniform,91,Ba_Da_Step_7.wav,Ba,8.883309e-02
Uniform,92,Ba_Da_Step_5.wav,Ba,1.716399e-02
Uniform,93,Ba_Da_Step_1.wav,Ba,6.320477e-04
Uniform,94,Ba_Da_Step_4.wav,NA,3.540516e-04
Uniform,95,Ba_Da_Step_1.wav,Ba,6.520748e-04
Uniform,96,Ba_Da_Step_4.wav,Ba,8.946085e-02
Uniform,97,Ba_Da_Step_5.wav,Ba,3.054450e-01
Uniform,98,Ba_Da_Step_3.wav,Da,3.568280e-01
Uniform,99,Ba_Da_Step_6.wav,Da,3.640652e-04
Uniform,100,Ba_Da_Step_2.wav,NA,4.448891e-04
Uniform,101,Ba_Da_Step_6.wav,Da,5.550385e-04
Uniform,102,Ba_Da_Step_1.wav,Ba,7.122951e-01
Uniform,103,Ba_Da_Step_6.wav,Ba,1.437310e+00
Uniform,104,Ba_Da_Step_6.wav,Da,4.025791e-01
Uniform,105,Ba_Da_Step_6.wav,Ba,7.769790e-01
