2018-6-14,10:42:47
type,trial,stimulus,selection,RT
Uniform,1,Ba_Da_Step_4.wav,Ba,1.230879e+00
Uniform,2,Ba_Da_Step_5.wav,Da,7.516091e-01
Uniform,3,Ba_Da_Step_3.wav,Ba,1.217430e-01
Uniform,4,Ba_Da_Step_4.wav,Ba,6.300902e-02
Uniform,5,Ba_Da_Step_7.wav,Da,3.340640e-01
Uniform,6,Ba_Da_Step_2.wav,Ba,5.063260e-01
Uniform,7,Ba_Da_Step_5.wav,Ba,7.042711e-01
Uniform,8,Ba_Da_Step_7.wav,Da,1.850080e-01
Uniform,9,Ba_Da_Step_4.wav,Ba,3.399839e-01
Uniform,10,Ba_Da_Step_4.wav,Ba,3.446131e-01
Uniform,11,Ba_Da_Step_2.wav,Ba,2.807400e-01
Uniform,12,Ba_Da_Step_7.wav,Da,4.152398e-01
Uniform,13,Ba_Da_Step_7.wav,Ba,7.942472e-01
Uniform,14,Ba_Da_Step_5.wav,Da,5.258350e-01
Uniform,15,Ba_Da_Step_1.wav,Ba,4.765022e-01
Uniform,16,Ba_Da_Step_2.wav,Ba,3.412740e-01
Uniform,17,Ba_Da_Step_6.wav,Da,3.098609e-01
Uniform,18,Ba_Da_Step_5.wav,Ba,6.494071e-01
Uniform,19,Ba_Da_Step_1.wav,Ba,1.688428e+00
Uniform,20,Ba_Da_Step_3.wav,Ba,3.902960e-01
Uniform,21,Ba_Da_Step_3.wav,Ba,2.484779e-01
Uniform,22,Ba_Da_Step_6.wav,Da,6.779211e-01
Uniform,23,Ba_Da_Step_2.wav,Ba,4.776940e-01
Uniform,24,Ba_Da_Step_2.wav,Ba,1.030647e+00
Uniform,25,Ba_Da_Step_7.wav,Da,1.940620e-01
Uniform,26,Ba_Da_Step_7.wav,Da,3.374391e-01
Uniform,27,Ba_Da_Step_4.wav,Ba,4.023249e-01
Uniform,28,Ba_Da_Step_1.wav,Ba,1.576579e+00
Uniform,29,Ba_Da_Step_6.wav,Da,1.290556e+00
Uniform,30,Ba_Da_Step_6.wav,Ba,4.306698e-01
Uniform,31,Ba_Da_Step_1.wav,Da,7.863462e-01
Uniform,32,Ba_Da_Step_1.wav,Da,4.098480e-01
