2018-4-5,16:3:52
type,trial,stimulus,selection,RT
Uniform,1,Ba_Da_Step_5.wav,Da,9.907200e-01
Uniform,2,Ba_Da_Step_3.wav,Da,1.867509e-01
Uniform,3,Ba_Da_Step_7.wav,Da,6.580353e-04
Uniform,4,Ba_Da_Step_3.wav,Da,6.148815e-04
Uniform,5,Ba_Da_Step_4.wav,Ba,6.358624e-04
Uniform,6,Ba_Da_Step_5.wav,Da,4.646480e-01
Uniform,7,Ba_Da_Step_4.wav,Da,3.252590e-01
Uniform,8,Ba_Da_Step_1.wav,Ba,3.089302e-01
Uniform,9,Ba_Da_Step_7.wav,Da,2.642469e-01
Uniform,10,Ba_Da_Step_2.wav,Ba,6.181271e-01
Uniform,11,Ba_Da_Step_4.wav,Da,6.877220e-01
Uniform,12,Ba_Da_Step_3.wav,Ba,5.960660e-01
Uniform,13,Ba_Da_Step_6.wav,Ba,9.251640e-01
Uniform,14,Ba_Da_Step_3.wav,Da,4.891639e-01
Uniform,15,Ba_Da_Step_7.wav,Ba,3.823891e-01
Uniform,16,Ba_Da_Step_1.wav,Ba,6.120801e-01
Uniform,17,Ba_Da_Step_1.wav,Ba,5.217590e-01
Uniform,18,Ba_Da_Step_5.wav,Da,2.601111e-01
Uniform,19,Ba_Da_Step_1.wav,Ba,2.701659e-01
Uniform,20,Ba_Da_Step_5.wav,Ba,1.960981e-01
Uniform,21,Ba_Da_Step_1.wav,Ba,6.119530e-01
Uniform,22,Ba_Da_Step_5.wav,Da,1.051321e-01
Uniform,23,Ba_Da_Step_6.wav,Ba,4.295380e-01
Uniform,24,Ba_Da_Step_6.wav,Da,2.128510e-01
Uniform,25,Ba_Da_Step_6.wav,Da,2.773650e-01
Uniform,26,Ba_Da_Step_1.wav,Ba,2.192349e-01
Uniform,27,Ba_Da_Step_2.wav,Da,1.875730e-01
Uniform,28,Ba_Da_Step_3.wav,Da,1.231279e-01
Uniform,29,Ba_Da_Step_1.wav,Ba,3.041868e-01
Uniform,30,Ba_Da_Step_3.wav,Da,6.195590e-01
Uniform,31,Ba_Da_Step_6.wav,Da,5.760193e-04
Uniform,32,Ba_Da_Step_6.wav,Da,6.251335e-04
Uniform,33,Ba_Da_Step_1.wav,Da,2.833550e-01
Uniform,34,Ba_Da_Step_5.wav,Ba,4.649162e-04
Uniform,35,Ba_Da_Step_5.wav,Da,6.940365e-04
Uniform,36,Ba_Da_Step_3.wav,Da,1.011308e+00
Uniform,37,Ba_Da_Step_7.wav,Da,3.466971e-01
Uniform,38,Ba_Da_Step_1.wav,Ba,4.430289e-01
Uniform,39,Ba_Da_Step_2.wav,Ba,5.710540e-01
Uniform,40,Ba_Da_Step_4.wav,Da,2.755010e-01
Uniform,41,Ba_Da_Step_4.wav,Da,3.297241e-01
Uniform,42,Ba_Da_Step_2.wav,Da,4.538698e-01
Uniform,43,Ba_Da_Step_7.wav,Da,2.619739e-01
Uniform,44,Ba_Da_Step_2.wav,Ba,3.437660e-01
Uniform,45,Ba_Da_Step_6.wav,Da,6.427884e-02
Uniform,46,Ba_Da_Step_3.wav,Ba,6.420612e-04
Uniform,47,Ba_Da_Step_4.wav,Da,5.288939e-01
Uniform,48,Ba_Da_Step_1.wav,Da,1.116090e-01
Uniform,49,Ba_Da_Step_3.wav,Da,1.363289e-01
Uniform,50,Ba_Da_Step_5.wav,Da,6.586313e-02
Uniform,51,Ba_Da_Step_4.wav,Da,5.040169e-04
Uniform,52,Ba_Da_Step_6.wav,Da,1.788230e-01
Uniform,53,Ba_Da_Step_5.wav,Da,1.707602e-02
Uniform,54,Ba_Da_Step_6.wav,Da,4.667687e-02
Uniform,55,Ba_Da_Step_4.wav,Da,8.513689e-02
Uniform,56,Ba_Da_Step_7.wav,Da,5.471706e-04
Uniform,57,Ba_Da_Step_2.wav,Da,4.730225e-04
Uniform,58,Ba_Da_Step_4.wav,Da,1.312640e-01
Uniform,59,Ba_Da_Step_2.wav,Da,4.551411e-04
Uniform,60,Ba_Da_Step_5.wav,Da,1.770020e-03
Uniform,61,Ba_Da_Step_4.wav,Ba,1.426389e-01
Uniform,62,Ba_Da_Step_3.wav,Da,1.600051e-01
Uniform,63,Ba_Da_Step_6.wav,Ba,1.702261e-01
Uniform,64,Ba_Da_Step_3.wav,Da,2.491119e-01
Uniform,65,Ba_Da_Step_7.wav,Da,6.148582e-01
Uniform,66,Ba_Da_Step_5.wav,Da,7.240920e-01
Uniform,67,Ba_Da_Step_3.wav,Da,2.945495e-02
Uniform,68,Ba_Da_Step_6.wav,Da,1.231627e+00
Uniform,69,Ba_Da_Step_7.wav,Da,3.096991e-01
Uniform,70,Ba_Da_Step_4.wav,Da,2.251530e-01
Uniform,71,Ba_Da_Step_2.wav,Ba,5.341170e-01
Uniform,72,Ba_Da_Step_4.wav,Da,2.978120e-01
Uniform,73,Ba_Da_Step_3.wav,Da,3.445251e-01
Uniform,74,Ba_Da_Step_5.wav,Ba,5.800724e-04
Uniform,75,Ba_Da_Step_5.wav,Da,3.499985e-04
Uniform,76,Ba_Da_Step_2.wav,Da,4.010201e-04
Uniform,77,Ba_Da_Step_2.wav,Da,3.898144e-04
Uniform,78,Ba_Da_Step_5.wav,Da,2.444892e-01
Uniform,79,Ba_Da_Step_4.wav,Da,6.178329e-01
Uniform,80,Ba_Da_Step_6.wav,Da,1.354320e-01
Uniform,81,Ba_Da_Step_7.wav,Da,1.369650e-01
Uniform,82,Ba_Da_Step_2.wav,Da,5.629063e-04
Uniform,83,Ba_Da_Step_1.wav,Ba,3.080368e-04
Uniform,84,Ba_Da_Step_2.wav,Da,5.850792e-04
Uniform,85,Ba_Da_Step_7.wav,Ba,6.771088e-04
Uniform,86,Ba_Da_Step_1.wav,Da,3.706246e+00
Uniform,87,Ba_Da_Step_7.wav,Da,3.802421e-01
Uniform,88,Ba_Da_Step_2.wav,Da,7.377682e-01
Uniform,89,Ba_Da_Step_4.wav,Da,7.035332e-01
Uniform,90,Ba_Da_Step_1.wav,Da,4.801602e-01
Uniform,91,Ba_Da_Step_6.wav,Ba,5.960464e-04
Uniform,92,Ba_Da_Step_3.wav,Ba,4.268322e-01
Uniform,93,Ba_Da_Step_7.wav,Da,3.535469e-01
Uniform,94,Ba_Da_Step_1.wav,Ba,3.745821e-01
Uniform,95,Ba_Da_Step_6.wav,Da,2.362649e-01
Uniform,96,Ba_Da_Step_7.wav,Ba,4.329059e-01
Uniform,97,Ba_Da_Step_7.wav,Da,5.440712e-04
Uniform,98,Ba_Da_Step_2.wav,Da,8.945680e-02
Uniform,99,Ba_Da_Step_3.wav,Da,2.015820e-01
Uniform,100,Ba_Da_Step_6.wav,Da,5.753040e-03
Uniform,101,Ba_Da_Step_7.wav,Da,5.669594e-04
Uniform,102,Ba_Da_Step_2.wav,Da,6.198883e-04
Uniform,103,Ba_Da_Step_1.wav,Da,6.060600e-04
Uniform,104,Ba_Da_Step_5.wav,Da,1.125142e+00
Uniform,105,Ba_Da_Step_4.wav,Ba,6.787610e-02
