2018-4-11,13:43:57
type,trial,stimulus,selection,RT
Uniform,1,Ba_Da_Step_4.wav,Ba,2.850399e-01
Uniform,2,Ba_Da_Step_3.wav,Da,9.100437e-04
Uniform,3,Ba_Da_Step_7.wav,Ba,5.331039e-04
Uniform,4,Ba_Da_Step_1.wav,Da,6.289482e-04
Uniform,5,Ba_Da_Step_1.wav,Ba,1.667690e-02
Uniform,6,Ba_Da_Step_2.wav,Ba,1.108189e-01
Uniform,7,Ba_Da_Step_3.wav,Ba,2.951810e-01
Uniform,8,Ba_Da_Step_6.wav,Da,3.296049e-01
Uniform,9,Ba_Da_Step_4.wav,Da,7.577291e-01
Uniform,10,Ba_Da_Step_1.wav,Ba,3.758960e-01
Uniform,11,Ba_Da_Step_1.wav,Da,2.058599e-01
Uniform,12,Ba_Da_Step_7.wav,Ba,7.352304e-02
Uniform,13,Ba_Da_Step_6.wav,Da,5.571189e-01
Uniform,14,Ba_Da_Step_2.wav,Ba,4.928710e-01
Uniform,15,Ba_Da_Step_6.wav,Da,2.868218e-01
Uniform,16,Ba_Da_Step_5.wav,Ba,1.053650e-01
Uniform,17,Ba_Da_Step_4.wav,Da,2.257700e-01
Uniform,18,Ba_Da_Step_4.wav,Ba,1.825290e-01
Uniform,19,Ba_Da_Step_1.wav,Da,2.175870e-01
Uniform,20,Ba_Da_Step_2.wav,Ba,4.418452e-01
Uniform,21,Ba_Da_Step_5.wav,Ba,1.546020e+00
Uniform,22,Ba_Da_Step_5.wav,Da,9.870570e-01
Uniform,23,Ba_Da_Step_1.wav,Ba,4.290371e-01
Uniform,24,Ba_Da_Step_4.wav,Da,7.003210e-01
Uniform,25,Ba_Da_Step_6.wav,Ba,3.491731e-01
Uniform,26,Ba_Da_Step_4.wav,Da,3.096261e-01
Uniform,27,Ba_Da_Step_1.wav,Ba,1.065336e+00
Uniform,28,Ba_Da_Step_6.wav,Da,5.377591e-01
Uniform,29,Ba_Da_Step_3.wav,Ba,1.064590e+00
Uniform,30,Ba_Da_Step_5.wav,Da,8.571970e-01
Uniform,31,Ba_Da_Step_5.wav,Da,6.909680e-01
Uniform,32,Ba_Da_Step_4.wav,Da,5.913670e-01
Uniform,33,Ba_Da_Step_4.wav,Da,2.759299e-01
Uniform,34,Ba_Da_Step_3.wav,Ba,2.662380e-01
Uniform,35,Ba_Da_Step_3.wav,Ba,6.485629e-01
Uniform,36,Ba_Da_Step_7.wav,Da,1.766636e+00
Uniform,37,Ba_Da_Step_3.wav,Ba,9.920096e-02
Uniform,38,Ba_Da_Step_5.wav,Da,5.011559e-04
Uniform,39,Ba_Da_Step_2.wav,Ba,4.088879e-04
Uniform,40,Ba_Da_Step_3.wav,Da,6.229877e-04
Uniform,41,Ba_Da_Step_6.wav,Da,9.664929e-01
Uniform,42,Ba_Da_Step_6.wav,Da,4.874461e-01
Uniform,43,Ba_Da_Step_5.wav,Da,7.334495e-02
Uniform,44,Ba_Da_Step_7.wav,Da,1.404619e-01
Uniform,45,Ba_Da_Step_4.wav,Da,4.585030e-01
Uniform,46,Ba_Da_Step_4.wav,Ba,5.990760e-01
Uniform,47,Ba_Da_Step_3.wav,Ba,1.040303e+00
Uniform,48,Ba_Da_Step_6.wav,Da,5.761318e-01
Uniform,49,Ba_Da_Step_1.wav,Ba,3.124809e-01
Uniform,50,Ba_Da_Step_2.wav,Ba,4.119160e-01
Uniform,51,Ba_Da_Step_7.wav,Da,3.429070e-01
Uniform,52,Ba_Da_Step_1.wav,Ba,4.472840e-01
Uniform,53,Ba_Da_Step_5.wav,Da,3.273640e-01
Uniform,54,Ba_Da_Step_2.wav,Ba,3.555589e-01
Uniform,55,Ba_Da_Step_1.wav,Ba,1.272628e+00
Uniform,56,Ba_Da_Step_1.wav,Da,3.762422e-01
Uniform,57,Ba_Da_Step_7.wav,Ba,2.860138e-01
Uniform,58,Ba_Da_Step_2.wav,Ba,1.168602e+00
Uniform,59,Ba_Da_Step_2.wav,Ba,7.048321e-01
Uniform,60,Ba_Da_Step_6.wav,Da,3.293641e-01
Uniform,61,Ba_Da_Step_2.wav,Ba,4.056530e-01
Uniform,62,Ba_Da_Step_5.wav,Da,4.361498e-01
Uniform,63,Ba_Da_Step_1.wav,Ba,7.919071e-01
Uniform,64,Ba_Da_Step_4.wav,Da,3.637650e-01
Uniform,65,Ba_Da_Step_4.wav,Da,9.410341e-01
Uniform,66,Ba_Da_Step_3.wav,Ba,4.098170e-01
Uniform,67,Ba_Da_Step_5.wav,Ba,3.448479e-01
Uniform,68,Ba_Da_Step_2.wav,Da,5.331039e-04
Uniform,69,Ba_Da_Step_4.wav,Ba,5.027413e-02
Uniform,70,Ba_Da_Step_6.wav,Da,2.326460e-01
Uniform,71,Ba_Da_Step_7.wav,Ba,2.491500e-01
Uniform,72,Ba_Da_Step_3.wav,Da,7.879734e-04
Uniform,73,Ba_Da_Step_6.wav,Ba,3.979206e-04
Uniform,74,Ba_Da_Step_4.wav,Da,7.500648e-04
Uniform,75,Ba_Da_Step_6.wav,Da,4.293342e-01
Uniform,76,Ba_Da_Step_6.wav,Ba,1.326320e-01
Uniform,77,Ba_Da_Step_7.wav,Da,1.581011e-01
Uniform,78,Ba_Da_Step_7.wav,Da,3.526080e-01
Uniform,79,Ba_Da_Step_5.wav,Ba,4.453070e-01
Uniform,80,Ba_Da_Step_7.wav,Da,1.077459e+00
Uniform,81,Ba_Da_Step_4.wav,Ba,1.074614e+00
Uniform,82,Ba_Da_Step_6.wav,Ba,4.295658e+00
Uniform,83,Ba_Da_Step_3.wav,Ba,1.793957e+00
Uniform,84,Ba_Da_Step_1.wav,Ba,6.546819e-01
Uniform,85,Ba_Da_Step_3.wav,Ba,4.219511e-01
Uniform,86,Ba_Da_Step_7.wav,Da,2.929690e-01
Uniform,87,Ba_Da_Step_5.wav,Da,1.087650e+00
Uniform,88,Ba_Da_Step_2.wav,Ba,4.331350e-01
Uniform,89,Ba_Da_Step_3.wav,Ba,5.329299e-01
Uniform,90,Ba_Da_Step_5.wav,Da,5.876391e-01
Uniform,91,Ba_Da_Step_5.wav,Ba,3.126290e-01
Uniform,92,Ba_Da_Step_7.wav,Da,6.835508e-02
Uniform,93,Ba_Da_Step_7.wav,Ba,4.350111e-01
Uniform,94,Ba_Da_Step_1.wav,Da,4.385650e-01
Uniform,95,Ba_Da_Step_7.wav,Ba,3.782759e-01
Uniform,96,Ba_Da_Step_7.wav,Da,1.679471e-01
Uniform,97,Ba_Da_Step_1.wav,Ba,4.149058e-01
Uniform,98,Ba_Da_Step_5.wav,Ba,3.383029e-01
Uniform,99,Ba_Da_Step_2.wav,Da,4.619610e-01
Uniform,100,Ba_Da_Step_2.wav,Ba,4.264641e-01
Uniform,101,Ba_Da_Step_2.wav,Da,6.015918e-01
Uniform,102,Ba_Da_Step_6.wav,Da,7.307739e-01
Uniform,103,Ba_Da_Step_3.wav,Ba,6.841331e-01
Uniform,104,Ba_Da_Step_3.wav,Da,1.720600e-01
Uniform,105,Ba_Da_Step_2.wav,Da,5.068560e-01
