2018-12-10,14:22:46
type,trial,stimulus,selection,RT
Gaussian,1,Ba_Da_Step_3.wav,Ba,5.149500e-01
Gaussian,2,Ba_Da_Step_2.wav,Ba,3.493080e-01
Gaussian,3,Ba_Da_Step_1.wav,Ba,2.378089e-01
Gaussian,4,Ba_Da_Step_1.wav,Ba,2.746000e-01
Gaussian,5,Ba_Da_Step_2.wav,Ba,3.046751e-01
Gaussian,6,Ba_Da_Step_1.wav,Ba,2.920349e-01
Gaussian,7,Ba_Da_Step_4.wav,Ba,2.148242e-01
Gaussian,8,Ba_Da_Step_4.wav,Ba,1.146009e-01
Gaussian,9,Ba_Da_Step_7.wav,Da,2.593369e-01
Gaussian,10,Ba_Da_Step_7.wav,Da,1.207440e-01
Gaussian,11,Ba_Da_Step_4.wav,Da,6.576819e-01
Gaussian,12,Ba_Da_Step_7.wav,Ba,3.445261e-01
Gaussian,13,Ba_Da_Step_2.wav,Ba,3.342295e-02
Gaussian,14,Ba_Da_Step_5.wav,Da,1.139191e+00
Gaussian,15,Ba_Da_Step_2.wav,Ba,1.422720e-01
Gaussian,16,Ba_Da_Step_1.wav,Ba,4.636948e-01
Gaussian,17,Ba_Da_Step_1.wav,Ba,6.603980e-01
Gaussian,18,Ba_Da_Step_6.wav,Da,4.195700e-01
Gaussian,19,Ba_Da_Step_6.wav,Ba,3.105111e-01
Gaussian,20,Ba_Da_Step_1.wav,Da,1.535978e-01
Gaussian,21,Ba_Da_Step_2.wav,Ba,6.367493e-02
Gaussian,22,Ba_Da_Step_6.wav,Ba,5.381107e-04
Gaussian,23,Ba_Da_Step_7.wav,Da,3.829002e-04
Gaussian,24,Ba_Da_Step_2.wav,Da,1.290083e-02
Gaussian,25,Ba_Da_Step_6.wav,Ba,5.609989e-04
Gaussian,26,Ba_Da_Step_2.wav,Ba,4.770756e-04
Gaussian,27,Ba_Da_Step_7.wav,Da,3.642509e-01
Gaussian,28,Ba_Da_Step_2.wav,Ba,9.815590e-01
Gaussian,29,Ba_Da_Step_5.wav,Da,7.195981e-01
Gaussian,30,Ba_Da_Step_1.wav,Ba,6.410501e-01
Gaussian,31,Ba_Da_Step_5.wav,Da,6.998391e-01
