2018-12-10,14:22:11
trial,stimulus,selection,RT
1,Ba_Da_Step_7.wav,Da,1.177397e+00
2,Ba_Da_Step_1.wav,Ba,3.224518e-01
3,Ba_Da_Step_1.wav,Ba,5.587499e-01
4,Ba_Da_Step_7.wav,Da,3.067770e-01
5,Ba_Da_Step_7.wav,Ba,2.701099e-01
6,Ba_Da_Step_1.wav,Da,3.242309e-01
7,Ba_Da_Step_1.wav,Ba,4.247658e-01
8,Ba_Da_Step_1.wav,Ba,2.876801e-01
9,Ba_Da_Step_7.wav,Da,1.943810e-01
10,Ba_Da_Step_7.wav,Ba,4.543231e-01
