2019-4-22,14:21:37
type,trial,stimulus,selection,RT
Gaussian,1,Ba_Da_Step_2.wav,Ba,1.191666e+00
Gaussian,2,Ba_Da_Step_5.wav,Da,4.515462e-01
Gaussian,3,Ba_Da_Step_7.wav,Da,6.049609e-01
Gaussian,4,Ba_Da_Step_6.wav,Da,6.558800e-01
Gaussian,5,Ba_Da_Step_6.wav,Da,3.155169e-01
Gaussian,6,Ba_Da_Step_6.wav,Da,3.959119e-01
Gaussian,7,Ba_Da_Step_6.wav,Da,3.913970e-01
Gaussian,8,Ba_Da_Step_7.wav,Da,3.905039e-01
Gaussian,9,Ba_Da_Step_1.wav,Ba,4.295449e-01
Gaussian,10,Ba_Da_Step_3.wav,Ba,4.621949e-01
Gaussian,11,Ba_Da_Step_7.wav,Da,5.640731e-01
Gaussian,12,Ba_Da_Step_3.wav,Ba,5.409820e-01
Gaussian,13,Ba_Da_Step_1.wav,Ba,5.491920e-01
Gaussian,14,Ba_Da_Step_1.wav,Ba,3.255980e-01
Gaussian,15,Ba_Da_Step_5.wav,Ba,3.941121e-01
Gaussian,16,Ba_Da_Step_7.wav,Da,9.613900e-01
Gaussian,17,Ba_Da_Step_3.wav,Ba,1.007417e+00
Gaussian,18,Ba_Da_Step_3.wav,Ba,5.751860e-01
Gaussian,19,Ba_Da_Step_1.wav,Ba,2.764440e-01
Gaussian,20,Ba_Da_Step_2.wav,Ba,2.316580e-01
Gaussian,21,Ba_Da_Step_1.wav,Ba,3.293109e-01
Gaussian,22,Ba_Da_Step_5.wav,Da,1.006047e+00
Gaussian,23,Ba_Da_Step_6.wav,Da,5.258851e-01
Gaussian,24,Ba_Da_Step_7.wav,Da,3.652050e-01
Gaussian,25,Ba_Da_Step_1.wav,Ba,8.116021e-01
Gaussian,26,Ba_Da_Step_5.wav,Da,5.128901e-01
Gaussian,27,Ba_Da_Step_7.wav,Da,4.961801e-01
Gaussian,28,Ba_Da_Step_6.wav,Da,1.746700e-01
Gaussian,29,Ba_Da_Step_1.wav,Ba,4.983780e-01
Gaussian,30,Ba_Da_Step_6.wav,Da,4.250891e-01
Gaussian,31,Ba_Da_Step_1.wav,Ba,5.251760e-01
Gaussian,32,Ba_Da_Step_7.wav,Da,2.569659e-01
Gaussian,33,Ba_Da_Step_1.wav,Ba,5.074692e-01
Gaussian,34,Ba_Da_Step_1.wav,Ba,5.663960e-01
Gaussian,35,Ba_Da_Step_6.wav,Da,3.915219e-01
Gaussian,36,Ba_Da_Step_1.wav,Ba,9.739318e-01
Gaussian,37,Ba_Da_Step_5.wav,Da,3.125880e-01
Gaussian,38,Ba_Da_Step_6.wav,Da,4.490340e-01
Gaussian,39,Ba_Da_Step_7.wav,Da,3.662329e-01
Gaussian,40,Ba_Da_Step_1.wav,Ba,3.802900e-01
Gaussian,41,Ba_Da_Step_6.wav,Da,3.429680e-01
Gaussian,42,Ba_Da_Step_7.wav,Da,5.564830e-01
Gaussian,43,Ba_Da_Step_7.wav,Da,1.931210e-01
Gaussian,44,Ba_Da_Step_1.wav,Ba,4.535539e-01
Gaussian,45,Ba_Da_Step_6.wav,Da,7.029741e-01
Gaussian,46,Ba_Da_Step_7.wav,Da,4.849601e-01
Gaussian,47,Ba_Da_Step_3.wav,Ba,7.907991e-01
Gaussian,48,Ba_Da_Step_2.wav,Ba,5.035450e-01
Gaussian,49,Ba_Da_Step_1.wav,Ba,4.942789e-01
Gaussian,50,Ba_Da_Step_6.wav,Da,4.207981e-01
Gaussian,51,Ba_Da_Step_3.wav,Ba,9.850352e-01
Gaussian,52,Ba_Da_Step_2.wav,Ba,4.480150e-01
Gaussian,53,Ba_Da_Step_6.wav,Da,3.971241e-01
Gaussian,54,Ba_Da_Step_2.wav,Ba,1.220265e+00
Gaussian,55,Ba_Da_Step_1.wav,Ba,4.793732e-01
Gaussian,56,Ba_Da_Step_7.wav,Da,4.655590e-01
Gaussian,57,Ba_Da_Step_7.wav,Da,3.069839e-01
Gaussian,58,Ba_Da_Step_7.wav,Da,4.593759e-01
Gaussian,59,Ba_Da_Step_1.wav,Ba,3.168452e-01
Gaussian,60,Ba_Da_Step_2.wav,Ba,4.735310e-01
Gaussian,61,Ba_Da_Step_1.wav,Ba,4.955590e-01
Gaussian,62,Ba_Da_Step_7.wav,Da,2.299771e-01
Gaussian,63,Ba_Da_Step_7.wav,Ba,3.676620e-01
Gaussian,64,Ba_Da_Step_6.wav,Da,7.979369e-01
